#! dEb_Eb[f,0]/  dP_P[f,1]/   dth[f,2]/    total_chi2[f,3]/    total_redChi2[f,4]/    total_chi2_elec[f,5]/    total_redChi2_elec[f,6]/    total_chi2_prot[f,7]/    total_redChi2_prot[f,8]/ 
-0.0    0.0025    -0.0015    274146.9531    14428.787    270269.3424    18017.9562    3877.6106    3877.6106
0.0004    -0.004    -0.0005    275325.9651    14490.8403    264292.4217    17619.4948    11033.5435    11033.5435
0.0006    0.001    0.0    275605.977    14505.5777    255859.9853    17057.3324    19745.9917    19745.9917
-0.0008    -0.0035    -0.0015    275944.9472    14523.4183    247229.3714    16481.9581    28715.5758    28715.5758
0.0004    -0.002    -0.002    276364.3136    14545.4902    247027.2366    16468.4824    29337.0769    29337.0769
0.0002    -0.002    0.002    277948.2937    14628.8576    228920.957    15261.3971    49027.3367    49027.3367
-0.0002    0.003    -0.002    278498.2929    14657.8049    276984.0841    18465.6056    1514.2089    1514.2089
-0.001    0.0005    -0.0005    278519.4389    14658.9178    270287.1257    18019.1417    8232.3132    8232.3132
-0.0008    0.0    0.0    278781.3938    14672.7049    265136.5592    17675.7706    13644.8345    13644.8345
0.0002    -0.0035    -0.001    279002.9391    14684.3652    261739.9209    17449.3281    17263.0182    17263.0182
-0.0008    -0.002    0.0015    279464.2058    14708.6424    245770.0474    16384.6698    33694.1584    33694.1584
0.0008    0.0005    0.0005    280929.9995    14785.7894    252968.4888    16864.5659    27961.5107    27961.5107
-0.0006    -0.0005    0.0005    281462.1892    14813.7994    260941.804    17396.1203    20520.3851    20520.3851
0.0006    -0.001    0.0015    282820.3121    14885.2796    239674.8115    15978.3208    43145.5006    43145.5006
0.0008    0.0025    -0.001    283229.7573    14906.8293    273147.8208    18209.8547    10081.9366    10081.9366
0.0006    0.003    -0.0015    283975.376    14946.0724    278443.7392    18562.9159    5531.6368    5531.6368
0.001    0.002    -0.0005    284902.9793    14994.8936    268807.7137    17920.5142    16095.2656    16095.2656
-0.0    -0.003    -0.0015    285098.7537    15005.1976    260143.2314    17342.8821    24955.5223    24955.5223
-0.001    -0.003    -0.002    285915.9488    15048.2078    247428.74    16495.2493    38487.2089    38487.2089
-0.0004    -0.001    0.001    286561.8252    15082.2013    257702.8601    17180.1907    28858.965    28858.965
0.0004    0.0035    -0.002    287139.8352    15112.6229    284695.4689    18979.6979    2444.3663    2444.3663
-0.0006    -0.0025    0.002    288214.6423    15169.1917    243979.7142    16265.3143    44234.9281    44234.9281
0.001    0.0    0.001    288672.8625    15193.3086    251032.8036    16735.5202    37640.0589    37640.0589
-0.0004    0.001    -0.0005    289323.4651    15227.5508    278659.1083    18577.2739    10664.3568    10664.3568
-0.0006    0.0015    -0.001    290293.4702    15278.6037    284302.4741    18953.4983    5990.9961    5990.9961
-0.0002    0.0005    0.0    290772.3005    15303.8053    273971.5537    18264.7702    16800.7468    16800.7468
0.001    -0.003    -0.001    291099.4014    15321.0211    276716.0289    18447.7353    14383.3725    14383.3725
-0.0002    -0.0025    -0.002    293613.4089    15453.3373    259502.3532    17300.1569    34111.0557    34111.0557
-0.0008    0.002    -0.0015    293682.3159    15456.964    290901.6512    19393.4434    2780.6647    2780.6647
-0.0002    -0.0015    0.0015    294080.3018    15477.9106    255419.7275    17027.9818    38660.5742    38660.5742
0.0008    -0.0015    0.002    294213.9757    15484.9461    239187.737    15945.8491    55026.2388    55026.2388
-0.0    0.0    0.0005    294639.9766    15507.3672    270239.8104    18015.9874    24400.1661    24400.1661
-0.0004    -0.004    -0.001    294813.7258    15516.5119    273863.3637    18257.5576    20950.3621    20950.3621
0.0008    -0.0025    -0.0015    295738.8695    15565.2037    274279.0926    18285.2728    21459.7769    21459.7769
0.001    0.004    -0.002    296716.8302    15616.6753    292981.2039    19532.0803    3735.6263    3735.6263
-0.001    0.0025    -0.002    299490.0022    15762.6317    298456.6397    19897.1093    1033.3626    1033.3626
-0.0    0.002    -0.001    300846.0684    15834.0036    292785.7948    19519.053    8060.2735    8060.2735
0.0002    -0.0005    0.001    300926.4932    15838.2365    267463.8784    17830.9252    33462.6148    33462.6148
0.0002    0.0015    -0.0005    301062.9438    15845.4181    287605.4409    19173.6961    13457.5029    13457.5029
-0.0006    -0.0035    -0.0015    302096.4211    15899.8116    272729.6861    18181.9791    29366.7349    29366.7349
0.0006    -0.002    -0.002    302797.1783    15936.6936    272797.9676    18186.5312    29999.2107    29999.2107
0.0006    -0.004    -0.0005    303039.9745    15949.4723    291615.1194    19441.008    11424.8551    11424.8551
-0.0002    0.0025    -0.0015    303048.0334    15949.8965    298921.9601    19928.1307    4126.0734    4126.0734
0.0004    0.001    0.0    303698.6599    15984.14    283380.8983    18892.0599    20317.7617    20317.7617
-0.0    -0.002    0.002    304017.619    16000.9273    254092.4062    16939.4937    49925.2127    49925.2127
0.0004    -0.0035    -0.001    306447.4827    16128.8149    288685.3837    19245.6922    17762.099    17762.099
-0.001    -0.002    0.0015    306826.6007    16148.7685    272386.6447    18159.1096    34439.956    34439.956
-0.001    0.0    0.0    307424.9334    16180.2597    293305.1233    19553.6749    14119.8101    14119.8101
-0.0004    0.003    -0.002    307668.8391    16193.0968    306013.9366    20400.9291    1654.9025    1654.9025
0.0006    0.0005    0.0005    308753.2166    16250.1693    280112.1669    18674.1445    28641.0497    28641.0497
0.0004    -0.001    0.0015    309631.8504    16296.4132    265643.7578    17709.5839    43988.0927    43988.0927
-0.0008    -0.0005    0.0005    309836.263    16307.1717    288733.1333    19248.8756    21103.1297    21103.1297
-0.0008    -0.003    -0.002    311797.9569    16410.4188    272551.8198    18170.1213    39246.137    39246.137
0.0002    -0.003    -0.0015    312273.8315    16435.4648    286711.4593    19114.0973    25562.3721    25562.3721
0.0006    0.0025    -0.001    312334.1191    16438.6378    301843.4657    20122.8977    10490.6535    10490.6535
0.0004    0.003    -0.0015    313349.2036    16492.0633    307516.619    20501.1079    5832.5846    5832.5846
0.0008    0.002    -0.0005    313737.8753    16512.5198    297126.1237    19808.4082    16611.7516    16611.7516
-0.0006    -0.001    0.001    314666.4332    16561.3912    285116.9545    19007.797    29549.4787    29549.4787
-0.0008    -0.0025    0.002    315307.5715    16595.1353    270219.0766    18014.6051    45088.4949    45088.4949
0.0008    0.0    0.001    316226.6139    16643.506    277799.2469    18519.9498    38427.367    38427.367
0.0002    0.0035    -0.002    316783.1287    16672.7962    314145.5836    20943.0389    2637.5451    2637.5451
0.001    0.0015    0.0    317560.472    16713.7091    293364.5929    19557.6395    24195.8791    24195.8791
-0.0006    0.001    -0.0005    318709.2177    16774.1694    307625.1694    20508.3446    11084.0484    11084.0484
-0.0004    0.0005    0.0    319888.5874    16836.2414    302560.3799    20170.692    17328.2075    17328.2075
-0.0008    0.0015    -0.001    319948.6887    16839.4047    313645.7701    20909.718    6302.9186    6302.9186
-0.0    -0.0025    -0.002    320519.0208    16869.4221    285693.3463    19046.2231    34825.6746    34825.6746
0.0006    -0.0015    0.002    320756.0482    16881.8973    264779.4484    17651.9632    55976.5999    55976.5999
-0.0004    -0.0015    0.0015    321915.444    16942.9181    282456.587    18830.4391    39458.857    39458.857
-0.0002    -0.004    -0.001    322731.0166    16985.843    301229.0887    20081.9392    21501.928    21501.928
-0.0002    0.0    0.0005    323486.7976    17025.6209    298451.4018    19896.7601    25035.3958    25035.3958
-0.001    0.002    -0.0015    323607.0002    17031.9474    320622.1821    21374.8121    2984.8181    2984.8181
0.001    -0.0025    -0.0015    323937.5512    17049.3448    301915.2338    20127.6823    22022.3174    22022.3174
0.001    0.0035    -0.0015    324585.8264    17083.4645    316685.628    21112.3752    7900.1984    7900.1984
0.001    -0.0005    0.0015    326118.8517    17164.1501    276442.1381    18429.4759    49676.7137    49676.7137
0.0008    0.004    -0.002    326832.8708    17201.73    322851.5807    21523.4387    3981.2902    3981.2902
-0.0    -0.0005    0.001    329503.8485    17342.3078    295298.2349    19686.549    34205.6135    34205.6135
-0.0004    -0.0035    -0.0015    329744.246    17354.9603    299718.1762    19981.2117    30026.0698    30026.0698
0.0008    -0.002    -0.002    330726.3941    17406.6523    300056.8739    20003.7916    30669.5202    30669.5202
-0.0    0.0015    -0.0005    330921.4437    17416.9181    316991.7642    21132.7843    13929.6796    13929.6796
-0.0002    0.002    -0.001    330974.0341    17419.686    322549.353    21503.2902    8424.6811    8424.6811
-0.0002    -0.002    0.002    331583.2954    17451.7524    280752.0308    18716.8021    50831.2646    50831.2646
0.0008    -0.004    -0.0005    332250.335    17486.8597    320425.9924    21361.7328    11824.3425    11824.3425
0.0002    0.001    0.0    333287.694    17541.4576    312389.9866    20825.9991    20897.7074    20897.7074
-0.0004    0.0025    -0.0015    333445.465    17549.7613    329062.7531    21937.5169    4382.7119    4382.7119
0.0006    -0.0035    -0.001    335388.3773    17652.0199    317119.0219    21141.2681    18269.3554    18269.3554
0.0002    -0.001    0.0015    337939.7399    17786.3021    293100.8794    19540.0586    44838.8605    44838.8605
0.0004    0.0005    0.0005    338072.7849    17793.3045    308744.0204    20582.9347    29328.7645    29328.7645
-0.0006    0.003    -0.002    338335.7364    17807.144    336531.9644    22435.4643    1803.772    1803.772
-0.0006    -0.003    -0.002    339176.316    17851.3851    299163.0751    19944.205    40013.241    40013.241
-0.001    -0.0005    0.0005    339706.688    17879.2994    318012.6378    21200.8425    21694.0501    21694.0501
0.0004    -0.003    -0.0015    340945.2603    17944.4874    314767.8627    20984.5242    26177.3977    26177.3977
0.0004    0.0025    -0.001    342934.8321    18049.2017    332027.2859    22135.1524    10907.5462    10907.5462
-0.001    -0.0025    0.002    343896.8518    18099.8343    297946.6145    19863.1076    45950.2374    45950.2374
0.0006    0.002    -0.0005    344069.1224    18108.9012    326932.709    21795.5139    17136.4134    17136.4134
0.0002    0.003    -0.0015    344219.3823    18116.8096    338077.6741    22538.5116    6141.7082    6141.7082
-0.0008    -0.001    0.001    344267.3924    18119.3364    314019.2242    20934.6149    30248.1682    30248.1682
0.0006    0.0    0.001    345276.7164    18172.4588    306053.8655    20403.591    39222.8509    39222.8509
0.0008    0.0015    0.0    347622.2533    18295.9081    322793.9434    21519.5962    24828.3099    24828.3099
-0.0    0.0035    -0.002    347922.7732    18311.7249    345083.8736    23005.5916    2838.8996    2838.8996
-0.001    -0.004    -0.0015    348150.1132    18323.6902    313299.2432    20886.6162    34850.8701    34850.8701
0.0004    -0.0015    0.002    348794.4719    18357.6038    291859.3351    19457.289    56935.1368    56935.1368
0.0002    -0.0025    -0.002    348920.9839    18364.2623    313372.5147    20891.501    35548.4692    35548.4692
-0.0008    0.001    -0.0005    349591.3215    18399.5432    338079.4058    22538.6271    11511.9157    11511.9157
-0.0006    0.0005    0.0    350501.2254    18447.4329    332637.3815    22175.8254    17863.8439    17863.8439
-0.001    0.0015    -0.001    351100.2583    18478.961    344477.2414    22965.1494    6623.0169    6623.0169
-0.0006    -0.0015    0.0015    351246.9373    18486.6809    310981.6218    20732.1081    40265.3155    40265.3155
-0.0    -0.004    -0.001    352144.6585    18533.9294    330082.989    22005.5326    22061.6695    22061.6695
0.001    0.001    0.0005    353594.2248    18610.2224    319610.9891    21307.3993    33983.2357    33983.2357
-0.0004    0.0    0.0005    353829.9698    18622.63    328151.1685    21876.7446    25678.8013    25678.8013
0.0008    -0.0005    0.0015    354899.4884    18678.9204    304319.5218    20287.9681    50579.9666    50579.9666
0.001    0.003    -0.001    355831.0827    18727.9517    342079.569    22805.3046    13751.5138    13751.5138
0.0008    0.0035    -0.0015    355928.7524    18733.0922    347666.9453    23177.7964    8261.8071    8261.8071
0.0006    0.004    -0.002    358445.2626    18865.5401    354210.1328    23614.0089    4235.1298    4235.1298
-0.0002    -0.0035    -0.0015    358888.4221    18888.8643    328194.8417    21879.6561    30693.5805    30693.5805
-0.0002    -0.0005    0.001    359577.5548    18925.1345    324620.7668    21641.3845    34956.7881    34956.7881
0.001    -0.002    -0.002    360151.9611    18955.3664    328803.9555    21920.2637    31348.0055    31348.0055
-0.0004    -0.002    0.002    360645.3229    18981.3328    308899.8308    20593.3221    51745.4922    51745.4922
-0.0002    0.0015    -0.0005    362276.2948    19067.1734    347866.2627    23191.0842    14410.032    14410.032
-0.0004    0.002    -0.001    362598.3509    19084.1237    353801.0864    23586.7391    8797.2645    8797.2645
0.001    -0.004    -0.0005    362957.0466    19103.0025    350725.0408    23381.6694    12232.0057    12232.0057
-0.0    0.001    0.0    364373.0793    19177.5305    342887.2504    22859.15    21485.8289    21485.8289
-0.0006    0.0025    -0.0015    365339.2476    19228.3815    360691.7214    24046.1148    4647.5262    4647.5262
0.0008    -0.0035    -0.001    365825.6232    19253.9802    347040.8354    23136.0557    18784.7877    18784.7877
0.001    -0.001    0.002    366941.101    19312.6895    303540.9894    20236.066    63400.1116    63400.1116
-0.0    -0.001    0.0015    367743.9805    19354.9463    322046.1763    21469.7451    45697.8041    45697.8041
-0.0004    -0.003    -0.002    368051.0263    19371.1066    327262.5056    21817.5004    40788.5207    40788.5207
0.0002    0.0005    0.0005    368888.7043    19415.195    338864.0492    22590.9366    30024.6551    30024.6551
-0.0008    0.003    -0.002    370498.9849    19499.9466    368538.1677    24569.2112    1960.8172    1960.8172
0.0006    -0.003    -0.0015    371113.0403    19532.2653    344312.4413    22954.1628    26800.599    26800.599
0.0002    0.0025    -0.001    375031.8962    19738.5209    363699.2815    24246.6188    11332.6146    11332.6146
-0.001    -0.001    0.001    375364.7026    19756.037    344409.6692    22960.6446    30955.0334    30955.0334
0.0004    0.0    0.001    375823.17    19780.1668    335796.6594    22386.444    40026.5105    40026.5105
0.0004    0.002    -0.0005    375896.7207    19784.0379    358227.4698    23881.8313    17669.2509    17669.2509
-0.0    0.003    -0.0015    376585.9122    19820.3112    370126.9046    24675.127    6459.0076    6459.0076
-0.0008    -0.004    -0.0015    377767.0366    19882.4756    342196.1707    22813.078    35570.8658    35570.8658
0.0002    -0.0015    0.002    378329.2467    19912.0656    320427.3972    21361.8265    57901.8495    57901.8495
0.0004    -0.0025    -0.002    378819.2981    19937.8578    342539.8585    22835.9906    36279.4396    36279.4396
0.0006    0.0015    0.0    379180.3858    19956.8624    353711.4693    23580.7646    25468.9165    25468.9165
-0.0002    0.0035    -0.002    380558.7689    20029.4089    377510.3389    25167.3559    3048.43    3048.43
-0.001    0.001    -0.0005    381969.7765    20103.6724    370021.8176    24668.1212    11947.9588    11947.9588
-0.0008    -0.0015    0.0015    382074.7818    20109.199    340994.832    22732.9888    41079.9498    41079.9498
-0.0008    0.0005    0.0    382610.2145    20137.3797    364202.5585    24280.1706    18407.6561    18407.6561
0.0002    -0.004    -0.001    383054.6516    20160.7711    360425.0646    24028.3376    22629.5869    22629.5869
0.0008    0.001    0.0005    384882.8915    20256.9943    350151.2801    23343.4187    34731.6114    34731.6114
0.0006    -0.0005    0.0015    385176.4762    20272.4461    333685.0809    22245.6721    51491.3953    51491.3953
-0.0006    0.0    0.0005    385669.4931    20298.3944    359339.1106    23955.9407    26330.3826    26330.3826
-0.001    -0.0035    -0.002    388116.5214    20427.1853    341726.8466    22781.7898    46389.6748    46389.6748
0.0008    0.003    -0.001    388400.894    20442.1523    374171.8267    24944.7884    14229.0673    14229.0673
0.0006    0.0035    -0.0015    388768.0295    20461.4752    380136.4379    25342.4292    8631.5916    8631.5916
-0.0    -0.0035    -0.0015    389528.9494    20501.5237    358159.6824    23877.3122    31369.2669    31369.2669
0.001    0.0025    -0.0005    390452.5992    20550.1368    369163.0269    24610.8685    21289.5723    21289.5723
-0.0004    -0.0005    0.001    391147.6124    20586.7164    355431.474    23695.4316    35716.1384    35716.1384
-0.0006    -0.002    0.002    391203.7016    20589.6685    338535.8061    22569.0537    52667.8955    52667.8955
0.0004    0.004    -0.002    391554.0055    20608.1056    387056.8603    25803.7907    4497.1452    4497.1452
0.001    0.0005    0.001    393004.2377    20684.4336    347546.9022    23169.7935    45457.3356    45457.3356
-0.0004    0.0015    -0.0005    395127.4969    20796.184    380228.9367    25348.5958    14898.5602    14898.5602
-0.0006    0.002    -0.001    395719.0189    20827.3168    386540.9953    25769.3997    9178.0236    9178.0236
0.0008    -0.001    0.002    396948.623    20892.0328    332529.3137    22168.6209    64419.3094    64419.3094
-0.0002    0.001    0.0    396954.8156    20892.3587    374872.6894    24991.5126    22082.1262    22082.1262
0.001    -0.0035    -0.001    397759.2201    20934.6958    378450.8243    25230.055    19308.3958    19308.3958
-0.0002    -0.003    -0.002    398422.0878    20969.5836    356850.1115    23790.0074    41571.9762    41571.9762
-0.0008    0.0025    -0.0015    398729.3814    20985.7569    393808.8651    26253.9243    4920.5163    4920.5163
-0.0002    -0.001    0.0015    399044.5722    21002.3459    352479.6486    23498.6432    46564.9235    46564.9235
-0.0    0.0005    0.0005    401200.9749    21115.8408    370472.2534    24698.1502    30728.7214    30728.7214
0.0008    -0.003    -0.0015    402777.1715    21198.7985    375345.1953    25023.013    27431.9761    27431.9761
-0.001    0.003    -0.002    404158.5845    21271.5044    402032.5462    26802.1697    2126.0382    2126.0382
0.0002    0.0    0.001    407865.9747    21466.6302    367027.6288    24468.5086    40838.346    40838.346
-0.0    0.0025    -0.001    408625.3114    21506.5953    396859.4525    26457.2968    11765.8589    11765.8589
-0.0006    -0.004    -0.0015    408880.311    21520.0164    372581.2737    24838.7516    36299.0374    36299.0374
0.0002    0.002    -0.0005    409220.6701    21537.93    391010.4058    26067.3604    18210.2642    18210.2642
-0.0    -0.0015    0.002    409360.3726    21545.2828    350483.6346    23365.5756    58876.738    58876.738
0.0006    -0.0025    -0.002    410213.9634    21590.2086    373195.3776    24879.6918    37018.5858    37018.5858
-0.0002    0.003    -0.0015    410448.7932    21602.5681    403664.3104    26910.954    6784.4828    6784.4828
0.0004    0.0015    0.0    412234.8694    21696.5721    386117.1705    25741.1447    26117.6989    26117.6989
-0.001    -0.0015    0.0015    414398.9774    21810.4725    372496.2176    24833.0812    41902.7599    41902.7599
-0.0004    0.0035    -0.002    414691.1157    21825.8482    411424.9796    27428.332    3266.1361    3266.1361
0.0004    -0.004    -0.001    415460.9957    21866.3682    392255.3157    26150.3544    23205.6801    23205.6801
-0.001    0.0005    0.0    416215.5548    21906.0818    397255.9108    26483.7274    18959.644    18959.644
0.0004    -0.0005    0.0015    416949.8152    21944.7271    364538.8153    24302.5877    52410.9998    52410.9998
0.0006    0.001    0.0005    417667.9092    21982.5215    382179.7464    25478.6498    35488.1628    35488.1628
-0.0008    -0.0035    -0.002    418960.3301    22050.5437    371734.7147    24782.3143    47225.6154    47225.6154
-0.0008    0.0    0.0005    419005.3676    22052.9141    392015.228    26134.3485    26990.1396    26990.1396
0.0002    -0.0035    -0.0015    421665.8277    22192.9383    389612.6986    25974.1799    32053.1291    32053.1291
0.0006    0.003    -0.001    422467.0565    22235.1082    407752.2598    27183.484    14714.7967    14714.7967
0.0004    0.0035    -0.0015    423103.6577    22268.6136    414094.1058    27606.2737    9009.5519    9009.5519
-0.0008    -0.002    0.002    423258.4314    22276.7595    369659.9567    24643.9971    53598.4747    53598.4747
-0.0006    -0.0005    0.001    424214.021    22327.0537    387730.3565    25848.6904    36483.6645    36483.6645
0.0008    0.0025    -0.0005    424249.2958    22328.9103    402366.2251    26824.415    21883.0707    21883.0707
0.0008    0.0005    0.001    425519.7897    22395.7784    379198.1336    25279.8756    46321.6561    46321.6561
0.0002    0.004    -0.002    426159.0996    22429.4263    421391.7631    28092.7842    4767.3364    4767.3364
0.001    0.002    0.0    428450.3757    22550.0198    397936.0017    26529.0668    30514.3741    30514.3741
0.0006    -0.001    0.002    428452.4962    22550.1314    363005.8132    24200.3875    65446.683    65446.683
-0.0006    0.0015    -0.0005    429475.0503    22603.95    414079.786    27605.3191    15395.2642    15395.2642
-0.0    -0.003    -0.002    430289.5003    22646.8158    387925.8928    25861.7262    42363.6075    42363.6075
-0.0008    0.002    -0.001    430336.038    22649.2652    420769.0794    28051.272    9566.9585    9566.9585
-0.0004    0.001    0.0    431032.9031    22685.9423    408346.3039    27223.0869    22686.5993    22686.5993
-0.0004    -0.001    0.0015    431841.515    22728.5008    384401.2963    25626.7531    47440.2187    47440.2187
-0.001    0.0025    -0.0015    433615.8663    22821.8877    428414.1842    28560.9456    5201.6821    5201.6821
-0.0002    0.0005    0.0005    435009.5966    22895.2419    403568.633    26904.5755    31440.9636    31440.9636
0.001    0.0    0.0015    435790.5108    22936.3427    377172.3322    25144.8221    58618.1786    58618.1786
0.001    -0.003    -0.0015    435937.6537    22944.087    407866.1247    27191.075    28071.529    28071.529
0.001    0.004    -0.0015    436693.9749    22983.8934    425098.2513    28339.8834    11595.7235    11595.7235
-0.0    0.0    0.001    441405.1306    23231.849    399746.7734    26649.7849    41658.3572    41658.3572
-0.0004    -0.004    -0.0015    441489.9366    23236.3125    404454.552    26963.6368    37035.3847    37035.3847
-0.0002    -0.0015    0.002    441887.8496    23257.2552    382028.0474    25468.5365    59859.8022    59859.8022
0.0008    -0.0025    -0.002    443104.9799    23321.3147    405339.0721    27022.6048    37765.9077    37765.9077
-0.0002    0.0025    -0.001    443715.0777    23353.4251    431507.7988    28767.1866    12207.2789    12207.2789
-0.0    0.002    -0.0005    444040.9706    23370.5774    425281.5173    28352.1012    18759.4533    18759.4533
-0.0004    0.003    -0.0015    445808.0254    23463.5803    438689.8916    29245.9928    7118.1338    7118.1338
0.0002    0.0015    0.0    446785.7041    23515.0371    420011.0471    28000.7365    26774.657    26774.657
0.0006    -0.004    -0.001    449363.691    23650.7206    425573.7421    28371.5828    23789.949    23789.949
0.0002    -0.0005    0.0015    450219.5052    23695.7634    396880.7252    26458.715    53338.7801    53338.7801
-0.0006    0.0035    -0.002    450319.8137    23701.0428    446827.7957    29788.5197    3492.0179    3492.0179
-0.0006    -0.0035    -0.002    451300.4898    23752.6574    403230.7581    26882.0505    48069.7318    48069.7318
0.0004    0.001    0.0005    451949.2782    23786.8041    415696.3881    27713.0925    36252.8901    36252.8901
-0.001    0.0    0.0005    453837.5932    23886.1891    426179.5208    28411.9681    27658.0724    27658.0724
0.0004    -0.0035    -0.0015    455299.0572    23963.1083    422553.8901    28170.2593    32745.1671    32745.1671
-0.001    -0.002    0.002    456809.5123    24042.6059    402272.2827    26818.1522    54537.2296    54537.2296
0.0004    0.003    -0.001    458029.5701    24106.8195    442820.8683    29521.3912    15208.7018    15208.7018
-0.0008    -0.0005    0.001    458776.7808    24146.1464    421517.4144    28101.161    37259.3664    37259.3664
0.0002    0.0035    -0.0015    458935.6371    24154.5072    449539.9492    29969.3299    9395.6879    9395.6879
0.0006    0.0005    0.001    459531.6928    24185.8786    412337.5405    27489.1694    47194.1524    47194.1524
0.0006    0.0025    -0.0005    459542.3436    24186.4391    437057.5987    29137.1732    22484.7449    22484.7449
0.0004    -0.001    0.002    461452.7205    24286.9853    394970.4882    26331.3659    66482.2323    66482.2323
-0.0    0.004    -0.002    462260.5448    24329.5024    457214.8413    30480.9894    5045.7034    5045.7034
0.0008    0.002    0.0    463473.9577    24393.3662    432250.1403    28816.676    31223.8174    31223.8174
0.0002    -0.003    -0.002    463653.264    24402.8034    420489.8495    28032.6566    43163.4146    43163.4146
-0.0008    0.0015    -0.0005    465318.9547    24490.4713    449418.8107    29961.254    15900.144    15900.144
-0.0006    -0.001    0.0015    466134.809    24533.411    417811.1193    27854.0746    48323.6897    48323.6897
-0.001    0.002    -0.001    466449.4082    24549.9689    456485.339    30432.3559    9964.0692    9964.0692
-0.0006    0.001    0.0    466607.3417    24558.2811    443308.0937    29553.8729    23299.2481    23299.2481
0.0008    0.0    0.0015    469532.9481    24712.2604    409934.5041    27328.9669    59598.444    59598.444
0.001    0.0015    0.0005    469824.4124    24727.6007    428398.4933    28559.8996    41425.9191    41425.9191
-0.0004    0.0005    0.0005    470314.5694    24753.3984    438153.1879    29210.2125    32161.3815    32161.3815
0.0008    0.004    -0.0015    472998.7015    24894.6685    460964.3568    30730.9571    12034.3447    12034.3447
0.001    0.0035    -0.001    473279.515    24909.4482    454708.2878    30313.8859    18571.2272    18571.2272
-0.0002    -0.004    -0.0015    475595.9134    25031.3639    437816.0056    29187.7337    37779.9078    37779.9078
-0.0004    -0.0015    0.002    475911.6778    25047.983    415060.6355    27670.709    60851.0422    60851.0422
-0.0002    0.0    0.001    476440.6376    25075.823    433954.0935    28930.2729    42486.5442    42486.5442
0.001    -0.0025    -0.002    477492.3475    25131.1762    438970.942    29264.7295    38521.4055    38521.4055
-0.0004    0.0025    -0.001    480301.1952    25279.0103    467644.3205    31176.288    12656.8747    12656.8747
-0.0002    0.002    -0.0005    480357.6223    25281.9801    461040.8041    30736.0536    19316.8182    19316.8182
0.001    -0.0005    0.002    481953.0439    25365.9497    408487.279    27232.4853    73465.7649    73465.7649
-0.0006    0.003    -0.0015    482663.6087    25403.3478    475203.6482    31680.2432    7459.9605    7459.9605
-0.0    0.0015    0.0    482832.8899    25412.2574    455393.099    30359.5399    27439.791    27439.791
0.0008    -0.004    -0.001    484762.7375    25513.8283    460380.3438    30692.0229    24382.3937    24382.3937
-0.0    -0.0005    0.0015    484985.5464    25525.5551    430710.8103    28714.054    54274.7361    54274.7361
-0.0004    -0.0035    -0.002    485137.0008    25533.5264    436214.9769    29080.9985    48922.0239    48922.0239
-0.0008    0.0035    -0.002    487444.8627    25654.9928    483718.7871    32247.9191    3726.0756    3726.0756
0.0002    0.001    0.0005    487726.9982    25669.842    450701.2052    30046.747    37025.7931    37025.7931
0.0006    -0.0035    -0.0015    490428.6379    25812.0336    456983.257    30465.5505    33445.3809    33445.3809
-0.001    -0.0005    0.001    494835.8917    26043.9943    456792.6477    30452.8432    38043.2441    38043.2441
0.0004    0.0005    0.001    495039.9471    26054.7341    446965.1226    29797.6748    48074.8245    48074.8245
0.0002    0.003    -0.001    495088.4348    26057.286    479377.6521    31958.5101    15710.7827    15710.7827
0.0002    -0.001    0.002    495949.2959    26102.5945    428423.3384    28561.5559    67525.9574    67525.9574
-0.0    0.0035    -0.0015    496263.9676    26119.1562    486473.9678    32431.5979    9789.9998    9789.9998
0.0004    0.0025    -0.0005    496331.7425    26122.7233    473237.1476    31549.1432    23094.5949    23094.5949
0.0004    -0.003    -0.002    498513.3788    26237.5463    454541.9814    30302.7988    43971.3974    43971.3974
-0.0002    0.004    -0.002    499858.3411    26308.3337    494526.0949    32968.4063    5332.2462    5332.2462
0.0006    0.002    0.0    499993.8908    26315.4679    468052.4544    31203.497    31941.4364    31941.4364
-0.0008    -0.001    0.0015    501924.4541    26417.0765    452709.1177    30180.6078    49215.3364    49215.3364
-0.001    0.0015    -0.0005    502659.2103    26455.7479    486246.0107    32416.4007    16413.1996    16413.1996
-0.0008    0.001    0.0    503678.1315    26509.3753    479758.0588    31983.8706    23920.0727    23920.0727
0.0006    0.0    0.0015    504771.7365    26566.9335    444184.8514    29612.3234    60586.8851    60586.8851
0.0008    0.0015    0.0005    506074.8797    26635.52    463823.5725    30921.5715    42251.3072    42251.3072
-0.0006    0.0005    0.0005    507115.8934    26690.3102    474225.9182    31615.0612    32889.9752    32889.9752
-0.001    -0.004    -0.002    507556.1902    26713.4837    452514.4544    30167.6303    55041.7358    55041.7358
0.0006    0.004    -0.0015    510799.7792    26884.1989    498318.6376    33221.2425    12481.1416    12481.1416
0.0008    0.0035    -0.001    510811.127    26884.7962    491685.3338    32779.0223    19125.7932    19125.7932
-0.0    -0.004    -0.0015    511198.2412    26905.1706    472665.6346    31511.0423    38532.6066    38532.6066
-0.0006    -0.0015    0.002    511431.8571    26917.4662    449581.3991    29972.0933    61850.458    61850.458
-0.0004    0.0    0.001    512972.4958    26998.5524    469649.5889    31309.9726    43322.9069    43322.9069
0.001    0.003    -0.0005    513241.3153    27012.7008    486007.8412    32400.5227    27233.4741    27233.4741
0.001    0.001    0.001    514574.7092    27082.8794    460550.5019    30703.3668    54024.2073    54024.2073
